Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Braunschweig University of Technology;/wiki/Braunschweig_University_of_Technology
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Bremen;/wiki/University_of_Bremen
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Jacobs University Bremen;/wiki/Jacobs_University_Bremen
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Chemnitz University of Technology;/wiki/Chemnitz_University_of_Technology
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Clausthal University of Technology;/wiki/Clausthal_University_of_Technology
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Technical University of Dortmund;/wiki/Technical_University_of_Dortmund
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Dresden University of Technology;/wiki/Dresden_University_of_Technology
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Duisburg-Essen;/wiki/University_of_Duisburg-Essen
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Düsseldorf;/wiki/University_of_D%C3%BCsseldorf
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Catholic University of Eichstätt-Ingolstadt;/wiki/Catholic_University_of_Eichst%C3%A4tt-Ingolstadt
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Erlangen-Nuremberg;/wiki/University_of_Erlangen-Nuremberg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Flensburg;/wiki/University_of_Flensburg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Goethe University Frankfurt;/wiki/Goethe_University_Frankfurt
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Viadrina University;/wiki/Viadrina_University
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Freiberg University of Mining and Technology;/wiki/Freiberg_University_of_Mining_and_Technology
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Zeppelin University;/wiki/Zeppelin_University
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Giessen;/wiki/University_of_Giessen
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Göttingen;/wiki/University_of_G%C3%B6ttingen
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Hagen;/wiki/University_of_Hagen
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Hamburg;/wiki/University_of_Hamburg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;HafenCity University Hamburg;/wiki/HafenCity_University_Hamburg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Hamburg University of Technology;/wiki/Hamburg_University_of_Technology
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Helmut Schmidt University;/wiki/Helmut_Schmidt_University
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Hannover;/wiki/University_of_Hannover
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Heidelberg;/wiki/University_of_Heidelberg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Hildesheim;/wiki/University_of_Hildesheim
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Hohenheim;/wiki/University_of_Hohenheim
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Technical University of Ilmenau;/wiki/Technical_University_of_Ilmenau
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Kaiserslautern University of Technology;/wiki/Kaiserslautern_University_of_Technology
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Kassel;/wiki/University_of_Kassel
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Kiel;/wiki/University_of_Kiel
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Koblenz-Landau;/wiki/University_of_Koblenz-Landau
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Konstanz;/wiki/University_of_Konstanz
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Leipzig;/wiki/University_of_Leipzig
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Lübeck;/wiki/University_of_L%C3%BCbeck
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Lüneburg;/wiki/University_of_L%C3%BCneburg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Magdeburg;/wiki/University_of_Magdeburg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Mannheim;/wiki/University_of_Mannheim
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Technical University of Munich;/wiki/Technical_University_of_Munich
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Ludwig Maximilian University of Munich;/wiki/Ludwig_Maximilian_University_of_Munich
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Bundeswehr University Munich;/wiki/Bundeswehr_University_Munich
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Ukrainian Free University;/wiki/Ukrainian_Free_University
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Münster;/wiki/University_of_M%C3%BCnster
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Karlsruhe;/wiki/University_of_Karlsruhe
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Kaiserslautern;/wiki/University_of_Kaiserslautern
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Oldenburg;/wiki/University_of_Oldenburg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Osnabrück;/wiki/University_of_Osnabr%C3%BCck
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Paderborn;/wiki/University_of_Paderborn
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Passau;/wiki/University_of_Passau
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Potsdam;/wiki/University_of_Potsdam
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Regensburg;/wiki/University_of_Regensburg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Saarland University;/wiki/Saarland_University
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Siegen;/wiki/University_of_Siegen
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;German University of Administrative Sciences Speyer;/wiki/German_University_of_Administrative_Sciences_Speyer
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Stuttgart;/wiki/University_of_Stuttgart
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Trier;/wiki/University_of_Trier
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Ulm;/wiki/University_of_Ulm
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Vechta;/wiki/University_of_Vechta
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Bauhaus University, Weimar;/wiki/Bauhaus_University,_Weimar
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Witten/Herdecke University;/wiki/Witten/Herdecke_University
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Wuppertal;/wiki/University_of_Wuppertal
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Martin Luther University of Halle-Wittenberg;/wiki/Martin_Luther_University_of_Halle-Wittenberg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Frankfurt am Main;/wiki/University_of_Frankfurt_am_Main
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Koblenz;/wiki/University_of_Koblenz
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Neubrandenburg University of Applied Science and Technology (page does not exist);/w/index.php?title=Neubrandenburg_University_of_Applied_Science_and_Technology&action=edit&redlink=1
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Augsburg;/wiki/University_of_Augsburg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Bundeswehr University of Munich;/wiki/Bundeswehr_University_of_Munich
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Darmstadt University of Technology;/wiki/Darmstadt_University_of_Technology
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Hanover;/wiki/University_of_Hanover
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Ilmenau University of Technology;/wiki/Ilmenau_University_of_Technology
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Technical University Berlin;/wiki/Technical_University_Berlin
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Franco-German University;/wiki/Franco-German_University
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Charles University in Prague;/wiki/Charles_University_in_Prague
